0.85	 0.85	 0.85	 0.85	 0.85	 0.85	 0.85	 0.8	 0.8	 0.8	 0.8	 0.8	 0.3719	 0.85	 0.85	 0.28	 1	 1	 0.42	 0.41	 0.21	 0.16	 0.8	 0.8	 1	 1	 
0.85	 0.85	 0.85	 0.85	 0.85	 0.85	 0.85	 0.8	 0.8	 0.8	 0.8	 0.8	 0.5554	 0.85	 0.85	 0.3	 1	 1	 0.42	 0.41	 0.13	 0.11	 0.8	 0.8	 1	 1	 
0.85	 0.85	 0.85	 0.85	 0.85	 0.85	 0.85	 0.8	 0.8	 0.8	 0.8	 0.8	 0.386	 0.85	 0.85	 0.3	 1	 1	 0.28	 0.49	 0.13	 0.11	 0.8	 0.8	 1	 1	 
0.85	 0.85	 0.85	 0.85	 0.85	 0.85	 0.85	 0.8	 0.8	 0.8	 0.8	 0.8	 0.3436	 0.85	 0.85	 0.375	 1	 1	 0.335	 0.45	 0.205	 0.14	 0.8	 0.8	 1	 1	 
0.85	 0.85	 0.85	 0.85	 0.85	 0.85	 0.85	 0.8	 0.8	 0.8	 0.8	 0.8	 0.3905	 0.85	 0.85	 0.3	 1	 1	 0.25	 0.37	 0.12	 0.09	 0.8	 0.8	 1	 1	 
0.85	 0.85	 0.85	 0.85	 0.85	 0.85	 0.85	 0.8	 0.8	 0.8	 0.8	 0.8	 0.3933	 0.85	 0.85	 0.28	 1	 1	 0.25	 0.32	 0.17	 0.13	 0.8	 0.8	 1	 1	 
0.85	 0.85	 0.85	 0.85	 0.85	 0.85	 0.85	 0.8	 0.8	 0.8	 0.8	 0.8	 0.3658	 0.85	 0.85	 0.26	 1	 1	 0.26	 0.29	 0.2	 0.15	 0.8	 0.8	 1	 1	 
0.85	 0.85	 0.85	 0.85	 0.85	 0.85	 0.85	 0.8	 0.8	 0.8	 0.8	 0.8	 0.4778	 0.85	 0.85	 0.28	 1	 1	 0.44	 0.46	 0.2	 0.16	 0.8	 0.8	 1	 1	 
0.85	 0.85	 0.85	 0.85	 0.85	 0.85	 0.85	 0.8	 0.8	 0.8	 0.8	 0.8	 0.1774	 0.85	 0.85	 0.3	 1	 1	 0.3	 0.32	 0.21	 0.17	 0.8	 0.8	 1	 1	 
0.85	 0.85	 0.85	 0.85	 0.85	 0.85	 0.85	 0.8	 0.8	 0.8	 0.8	 0.8	 0.4585	 0.85	 0.85	 0.3	 1	 1	 0.26	 0.37	 0.21	 0.17	 0.8	 0.8	 1	 1	 
0.85	 0.85	 0.85	 0.85	 0.85	 0.85	 0.85	 0.8	 0.8	 0.8	 0.8	 0.8	 0.3392	 0.85	 0.85	 0.28	 1	 1	 0.25	 0.32	 0.17	 0.13	 0.8	 0.8	 1	 1	 
0.85	 0.85	 0.85	 0.85	 0.85	 0.85	 0.85	 0.8	 0.8	 0.8	 0.8	 0.8	 0.5238	 0.85	 0.85	 0.28	 1	 1	 0.44	 0.46	 0.2	 0.16	 0.8	 0.8	 1	 1	 
